# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
FleshShaping,Royalty,cut,,,2000,Bionics,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
FoamTurret,Core,untouched,Powder & Slug,T1,800,GunTurrets,Firefoam,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
FrenzyInducer,Anomaly,cut,,,0,SleepSuppressor,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
GR_GeneticAlteration,Vanilla Genetics Expanded,cut,,,1200,Electricity,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
GR_GeneticCompatibility,Vanilla Genetics Expanded,cut,,,1250,GR_HybridImplantology,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
GR_GeneticDuplication,Vanilla Genetics Expanded,cut,,,1200,Electricity,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
GR_GeneticEngineering,Vanilla Genetics Expanded,cut,,,1200,Electricity,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
GR_GeneticMechahybridization,Vanilla Genetics Expanded,cut,,,5000,GR_GeneticEngineering;GR_GeneticAlteration;GR_GeneticDuplication,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,,,,yes
GR_HybridImplantology,Vanilla Genetics Expanded,cut,,,1000,GR_GeneticEngineering,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
GTbc_BigCannons,GravTech - Big cannons,untouched,The Utinni,T4,5200,GravWeapon,,,,ohm,,"recost 1800->5200 (band conformance, T4) | Ship tree: 'big cannons' ship row, explicitly named | cost 1800 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",ship-only,,,yes
GasOperation,Core,untouched,Powder & Slug,T1,1000,BlowbackOperation,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
GeneProcessor,Biotech,untouched,The Ascendant Ladder,T0,600,,,,,ozzik,,"prereq-join: dropped Xenogermination[tier-inverted (T1>T0)], MicroelectronicsBasics[tier-inverted (T2>T0)] | recost 1500->600 (band conformance, T0) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Helix,,yes
GeothermalPower,Core,untouched,The Workshop,T3,3200,WatermillGenerator,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 3200 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
GhoulEnhancements,Anomaly,cut,,,0,GhoulInfusion;Prosthetics,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect) | OPEN QUESTION: prereq(s) ['GhoulInfusion'] are fate=cut in this manifest - the taxonomy's migration rules (sec 5) say what happens to the CUT row's own unlocks but not to OTHER live rows that named it as their prereq; re-wiring this row's gate (drop it? replace it?) is a real design call not specified in any source doc, so it is left as-is. EXPECT check-2 FAIL here, genuine open question, not a manifest mistake.",,,,yes
GhoulInfusion,Anomaly,cut,,,0,BioferriteExtraction,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell; tier picked by cost band only. | CORRECTED 2026-09-01: the earlier 'cut' fate was a FALSE POSITIVE - only RecipeDef/GhoulInfusion (the recipe) was on the live Cherry Picker cut list, never ResearchProjectDef/GhoulInfusion itself. Owner ruling 2026-09-01: restore RecipeDef/GhoulInfusion on Cherry Picker (done, see canon.yml gravitic_seam_ruled) - but PLACEMENT-RESTRICTED: 'only in key places (like the dungeons), NOT to occur randomly or by Anomaly timeclock progression.' Whoever authors ghoul dungeon content must hand-place its trigger, never wire it to the vanilla Anomaly monolith/timeclock spawn system.",,,,yes
GhoulResurrection,Anomaly,cut,,,0,SerumSynthesis;GhoulEnhancements,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
GoJuiceProduction,Core,untouched,The Refinery,T1,1000,DrugProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
GravBionics,GravTech,untouched,The Reach,T4,5200,GravForge,,faction:RustCathedral_boon,,ozzik,,"RULED 2026-09-04 (owner card): same Rust Cathedral boon-gate as GravWeapon — all personal gravtech is Rataka boon-tech. | recost 1400->5200 (band conformance, T4) | Personal bionic implants (GravArmor/GravHands/GravSpine/GravStomach) - not weapons, canon's Ship-tree list omits it. Defaulted to Trade & Craft (industrial crafting upgrade, closest vanilla analogue), still flagged for the owner: it is UNCLEAR whether the 2026-09-01 GravWeapon ruling ('Rust Cathedral boon, Rataka weapon tech') was meant to cover this row too (it was answered specifically re: GravWeapon's split, not named here) - left as Armory-analogue/untouched rather than assuming the same faction gate. | cost 1400 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like. | CORRECTED: prereq GravForge is no longer fate=cut (false positive, see its own row).",faction-held,RustCathedralDroids,,yes
GravForge,GravTech,untouched,The Utinni,T4,5200,AdvancedGravtech;AdvancedFabrication,,,,ohm,,"recost 1000->5200 (band conformance, T4) | Ship tree: grav industrial/ship row, explicitly named | cost 1000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band. | CORRECTED 2026-09-01: the earlier 'cut' fate was a FALSE POSITIVE - only ThingDef/GravForge (the building) and RecipeDef/Make_GravcoreGF were on the live Cherry Picker cut list, never ResearchProjectDef/GravForge itself (the original check used an any-type name match, not a typed one). Owner ruling 2026-09-01: restore ThingDef/GravForge + RecipeDef/Make_GravcoreGF + ThingDef/AdvShip_GravReactor on Cherry Picker (done, see canon.yml gravitic_seam_ruled) - 'leave it in for now, handle anti-exponential another way later'.",ship-only,,,yes
GravTuning,GravTech,untouched,The Utinni,T4,5200,GravForge,,,,ohm,,"recost 1600->5200 (band conformance, T4) | Ship tree: grav industrial/ship row, explicitly named | cost 1600 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like. | CORRECTED 2026-09-01: prereq GravForge is no longer fate=cut (was a false positive, see its own row's note) - this row's check-2 FAIL should now clear.",ship-only,,,yes
GravWeapon,GravTech,untouched,The Strange Schools,T4,5200,GravForge;ChargedShot,,faction:RustCathedral_boon,,ishko,,"recost 1400->5200 (band conformance, T4) | RULED 2026-09-01 (owner question card): the personal/ship seam is a SPLIT, not a single tab. Personal weapon unlocks (GravRifle/GravBlaster/GravHammer/Apparel_GravPack) stay on THIS node, in Armory - owner verbatim: 'associate this ultra-powerful GravTech as something only the Rust Cathedral can grant as a boon. The weapon tech of the Rataka.' => faction-held by Rust Cathedral (established campaign faction), not a plain purchasable techprint - likely a bespoke grant (quest/ritual reward) rather than ordinary heldByFactionCategoryTags stock, mechanism NOT yet decided (see TECHPRINT_FACTION_GATING_1). Ship-hardpoint unlocks (Turret_GravBlaster/AdvShip_ShieldGenerator) need a NEW separate Ship-tree research node prereq'd on this one - NOT YET AUTHORED, named as a follow-on build item, not invented here. | cost 1400 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like. | CORRECTED: prereq GravForge is no longer fate=cut (false positive, see its own row).",faction-held,RustCathedralDroids,,yes
Greatbow,Core,untouched,Jawa Scavenging,T2,1700,RecurveBow,,,,rekko,,"recost 600->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
GroundPenetratingScanner,Core,untouched,The Refinery,T1,1000,DeepDrilling,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
GrowthVats,Biotech,untouched,The Ascendant Ladder,T0,500,,NutrientPaste,,,ozzik,,"prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Helix,,yes
GunTurrets,Core,untouched,Powder & Slug,T0,500,BlowbackOperation,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
Gunlink,Royalty,cut,,,2000,Fabrication,,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
Gunsmithing,Core,untouched,Powder & Slug,T0,500,,,,,shkaar,,prereq-join: dropped Machining[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
HAZN_SmallTrap,Hunting Traps,untouched,Jawa Scavenging,T0,100,RR_LateralThinking,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,jawa-special,,,yes
Harp,Royalty,cut,,,500,ComplexFurniture,,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
Harpsichord,Royalty,cut,,,500,Harp;Smithing,,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
HealingFactors,Royalty,cut,,,2000,FleshShaping;AdvancedFabrication,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
HeavyBridges,Odyssey,untouched,The Workshop,T1,800,VFET_Construction,,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
HeavyTurrets,Core,untouched,Powder & Slug,T1,1600,GunTurrets,GunTurrets;GasOperation,,,shkaar,,"prereq-join: no surviving prereq; anchored to GunTurrets (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
HighMechtech,Biotech,cut,,,3000,StandardMechtech;MultiAnalyzer,,,,,,"owner frozen deck 2026-09-04: ALL mechanoid research out of research potential, mechanitors too. | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
HospitalBed,Core,untouched,The Workshop,T1,1200,SterileMaterials;Machining,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
HotTubs,Dubs Bad Hygiene Lite,untouched,The Hearth,T2,2000,RR_ElectricityBasics,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
HunterDrones,Odyssey,untouched,Powder & Slug,T1,1600,IEDs,IEDs,,,shkaar,,"prereq-join: no surviving prereq; anchored to IEDs (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
Hydroponics,Core,untouched,The Workshop,T1,700,NutrientPaste,VFET_Agriculture,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
HyperweaveProduction,Rimefeller,untouched,The Refinery,T3,3500,PlasteelProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
IEDs,Core,untouched,Powder & Slug,T0,500,Electricity,VFET_Hunting,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
IW_IonChargeWeaponry,Ion Weaponry (Continued),merge,The Armory,T3,3200,ChargedShot,PrecisionRifling,,,,RSW_JawaIon_Weaponry,"recost 2000->3200 (band conformance; merge donor, dies into merge_target) | ionic-form donor merging onto RSW_JawaIon_Weaponry per chains_ruled | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
IndustrialCCTV,[1.6] CAI 5000 - Advanced AI + Fog Of War (continued),untouched,Powder & Slug,T0,600,TribalCCTV,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
InsanityWeaponry,Anomaly,cut,,,0,BioferriteShaping,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
Jewelry,Jewelry,untouched,The Hearth,T1,700,RR_BasicApparel,,,,oomo,,"recost 600->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
JuggernautSerum,Anomaly,cut,,,0,SerumSynthesis,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
JumpPack,Royalty,cut,,,2000,TransportPod,Machining,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
KOTOR_Research_AdvImplants,Jawa Armoury Rebalance,untouched,The Reach,T3,4000,KOTOR_Research_Spice,,,,ozzik,,prereq-join: dropped KOTOR_Research_Implants[tier-inverted (T4>T3)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence,common,,,yes
KOTOR_Research_AdvMaterials,Jawa Armoury Rebalance,untouched,The Refinery,T2,2500,MedicineProduction,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to MedicineProduction (same tree, lower tier, same category) | prereq-join: dropped AdvancedFabrication[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_AdvMunitions,Jawa Armoury Rebalance,untouched,Powder & Slug,T1,1000,LongBlades,,,,shkaar,,"prereq-join: no surviving prereq; anchored to LongBlades (same tree, lower tier) | prereq-join: dropped KOTOR_Research_FuelProcessing[tier-inverted (T3>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_AdvPhysiology,Jawa Armoury Rebalance,untouched,The Reach,T2,2000,MedicineProduction,,,,ozzik,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Baradium,Jawa Armoury Rebalance,untouched,Powder & Slug,T4,5200,KOTOR_Research_AdvMunitions,,,,shkaar,,"recost 4000->5200 (band conformance, T4) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence",common,,,yes
KOTOR_Research_Durasteel,Jawa Armoury Rebalance,untouched,The Refinery,T1,1000,FT_Chemistry,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to FT_Chemistry (same tree, lower tier, same category) | prereq-join: dropped KOTOR_Research_AdvMaterials[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_FuelProcessing,Jawa Armoury Rebalance,untouched,The Refinery,T3,5000,BreadMoAM_AncientMiningTechniques,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to BreadMoAM_AncientMiningTechniques (same tree, lower tier, same category) | prereq-join: dropped ShipReactor[tier-inverted (T4>T3)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence",common,,,yes
KOTOR_Research_HoloRec,Jawa Armoury Rebalance,untouched,The Utinni,T0,600,RR_ElectricityBasics,,,,ohm,,"recost 1000->600 (band conformance, T0) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Implants,Jawa Armoury Rebalance,untouched,The Reach,T4,8000,Bionics;KOTOR_Research_AdvPhysiology;KOTOR_Research_UltraComponent,,,,ozzik,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 8000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Instruments,Jawa Armoury Rebalance,untouched,The Hearth,T2,1700,RR_LateralThinking,,,,oomo,,"recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Kolto,Jawa Armoury Rebalance,untouched,The Refinery,T1,1000,PsychiteRefining,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to PsychiteRefining (same tree, lower tier) | prereq-join: dropped KOTOR_Research_AdvPhysiology[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Lobot,Jawa Armoury Rebalance,untouched,The Unbolting,T4,10000,KOTOR_Research_AdvImplants,,,,ohm,,"G6 fold: The Waking Mind merged into The Unbolting (minds you make); access stays common - mixed classes are the feature | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 10000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_MoistureVaporator,Jawa Armoury Rebalance,untouched,Jawa Scavenging,T2,1700,AirConditioning,MoisturePump,,,rekko,,"prereq-join: no surviving prereq; anchored to AirConditioning (same tree, lower tier, same category) | recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_Spice,Jawa Armoury Rebalance,untouched,The Refinery,T2,3000,KOTOR_Research_AdvPhysiology,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_TableRec,Jawa Armoury Rebalance,untouched,The Hearth,T1,1000,RR_LateralThinking,,,,oomo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_UltraComponent,Jawa Armoury Rebalance,untouched,The Refinery,T4,6000,AdvancedFabrication,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_cloaking,Jawa Armoury Rebalance,untouched,The Strange Schools,T4,12000,guy762_ResearchKotOR_bluntmelee,KOTOR_Research_UltraComponent,,,ishko,,"prereq-join: no surviving prereq; anchored to guy762_ResearchKotOR_bluntmelee (same tree, lower tier) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 12000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KOTOR_Research_plasma,Jawa Armoury Rebalance,untouched,Blasterworks,T3,5000,OuterRim_MediumInstallations,,,,shkaar,,"prereq-join: no surviving prereq; anchored to OuterRim_MediumInstallations (same tree, lower tier, same category) | prereq-join: dropped ShipReactor[tier-inverted (T4>T3)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence",common,,,yes
KOTOR_Research_plasmaApplications,Jawa Armoury Rebalance,keep,Blasterworks,T1,1000,guy762_ResearchKotOR_hvyblasters,,,blaster,shkaar,,"RULED 2026-09-04 (owner accepted): wired onto the blaster spine (hvyblasters) | BLASTER SPINE survivor (chains_ruled): guy762 blasters/hvy/mini + plasma, reflavored to campaign register | OPEN QUESTION: named as the spine's 4th tier but its live prereq (KOTOR_Research_plasma) does not connect to the guy762 3-chain and no doc specifies the wiring (which tier it should chain off) - left with its real prereq rather than inventing a reposition. EXPECT check-4 FAIL for form=blaster (2 components) - genuine open question, not a manifest mistake | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
KibbleDispenser,Better Kibble,untouched,Jawa Scavenging,T1,700,RR_LateralThinking,,,,rekko,,"recost 300->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
LaserSculpting,Jewelry,untouched,The Workshop,T1,800,Electricity,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
LongBlades,Core,untouched,Powder & Slug,T0,400,,,,,shkaar,,prereq-join: dropped Smithing[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
LongRangeMineralScanner,Core,untouched,The Refinery,T2,2000,MicroelectronicsBasics,Machining,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MF_BasicFurniture,Vanilla Furniture Expanded,untouched,The Hearth,T0,300,VFET_Furniture,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MF_ModernFurniture,Vanilla Furniture Expanded,untouched,The Hearth,T2,1700,ComplexFurniture,,,,oomo,,"recost 800->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
MF_RoyalFurniture,Vanilla Furniture Expanded,untouched,The Hearth,T2,1700,ComplexFurniture,,,,oomo,,"recost 800->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
MF_WasteDisposal,Vanilla Furniture Expanded,untouched,The Hearth,T2,1700,MF_ModernFurniture,,,,oomo,,"recost 1200->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
