defType,defName,modName,currentLabelOrText,tier,oneLineWhy
ThoughtDef,Ranching_Central_AnimalMassPerCapita,Ideology,no animals | We have no animals at all! It's everything I am against. | scarce animals | We have far too few animals in our colony. We are not even close to living the right way. |...,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Ranching_SowedPlant,Ideology,"sowed human food plant | I sowed a human food plant. It was wrong - humans should eat animals, and animals should eat nature-made plants.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SatisfyingScarification,Ideology,satisfying scarification | That scarification was satisfying - cleanly-traced and appropriately painful-looking.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ScarificationCeremony_Know_Horrible,Ideology,Scarification ceremony | We mutilated a fellow colonist over ideological beliefs! This is wrong!,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ScarificationCeremony_Self_Extreme,Ideology,got scarified | I bear a new ritual mark to bind me to our truth.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ScarificationCeremony_Self_Heavy,Ideology,got scarified | I bear a new ritual mark to connected me to our truth.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,ScarificationCeremony_Self_Minor,Ideology,got scarified | I bear a new ritual mark to remind me of our truth.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Extreme,Ideology,scarified | My dedication is written in indelible pain. | not scarified | This smooth skin is a travesty. | insufficiently scarified | This smooth skin is a travesty.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Extreme_Opinion,Ideology,scarified | not scarified | insufficiently scarified,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Heavy,Ideology,"scarified | I bear the many cuts, as one ought to. | not scarified | This smooth skin is wrong. | insufficiently scarified | This smooth skin is wrong.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Heavy_Opinion,Ideology,scarified | not scarified | insufficiently scarified,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Minor,Ideology,"scarified | I bear the mark, as one ought to. | not scarified | I lack the appropriate ritual scar. | insufficiently scarified | I lack the appropriate ritual scar.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Scarification_Minor_Opinion,Ideology,scarified | not scarified | insufficiently scarified,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Skullspike_Disapproved,Ideology,"skullspikes | I've been around skulls on spikes. Just a few of them, but it's still disturbing. | skullspikes | There are quite a few skulls on spikes around here. It's rather dist...",COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,SlabBed_Preferred,Ideology,slept on slab bed | I demonstrated my morality by accepting the discomfort of the slab bed.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Disapproved,Ideology,slaughtered animal | I had to slaughter an animal. It was an ugly thing to do.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Horrible,Ideology,slaughtered animal | I had to slaughter an animal! It was horrible to snuff out a mind like that.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Disapproved,Ideology,slaughtered animal,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Disapproved_Mood,Ideology,animal slaughtered | Someone slaughtered an animal. It's a sad thing.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Horrible,Ideology,slaughtered animal,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Horrible_Mood,Ideology,"animal slaughtered | Someone slaughtered an animal! What a horrible thing, to snuff out a mind like that.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Prohibited,Ideology,slaughtered animal,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredAnimal_Know_Prohibited_Mood,Ideology,animal slaughtered | Someone slaughtered an animal! A tragic loss of a unique life.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SleptInRoomWithSlave,Ideology,shared room with slave | I had to sleep in the same room as a slave.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SleptUsingSleepAccelerator,Ideology,"used sleep accelerator | I slept with a sleep accelerator. It's helping me attain my true potential, as one should.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SoldOrgan_Know_Horrible_Mood,Ideology,organ sold | Someone sold an organ. It's horrible to trade human parts like machinery.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SpectacularBlinding,Ideology,"spectacular blinding | The intoned voices, the terrible and amazing blade, the painful shivering and cutting - That blinding ceremony was sublime!",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SpectacularScarification,Ideology,spectacular scarification | The flesh curled and shaped like magic under the knife. It was a true transformation through suffering!,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TameVeneratedAnimalDied,Ideology,venerated {ANIMALKIND} died | A tame {ANIMALKIND} passed away. The death of such a noble beast is cause for sadness.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TerribleSacrifice,Ideology,"terrible sacrifice | That sacrifice was botched and the mood was way off. What an awful, awkward death.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TerribleScarification,Ideology,terrible scarification | The scarification was botched and the mood was way off. What an awkward ceremony.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TradedOrgan_Abhorrent,Ideology,traded organ | I had to trade someone's organ. It's an abhorrent violation of everything I believe.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TradedOrgan_Know_Abhorrent,Ideology,traded organ,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TradedOrgan_Know_Abhorrent_Mood,Ideology,"organ traded | Someone traded an organ! What an abhorrent, disgusting act.",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,TreeDensityReduced,Ideology,"healthy trees | In the past quadrum, we didn't destroy many trees at all. Harmony with the trees is the basic foundation for a good life. | trees disturbed | In the past quadrum, w...",COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,UsedDespisedWeapon,Ideology,used despised weapon | I used a filthy weapon which ought never to be used. How humiliating.,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,VeneratedAnimalsOnMapOrCaravan,Ideology,venerated {ANIMAL_label} | There are venerated animals around me. | venerated {ANIMAL_label} | I have some venerated animals around me. | venerated {ANIMAL_label} | I have many ven...,COMMON,Ideology DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,Jawa_IkeeWatching,Jawa Ikee,"ikee underfoot | There is an ikee nearby, watching everything with that one enormous wet eye. It knows where the good scrap is. It is a comfort, in the way a thing that never blink...",COMMON,First-party Jawa/RimMandrake def — always live.
ThoughtDef,HotSpring,Odyssey,hot spring | It's nice to dip my feet in the warm water.,COMMON,Odyssey DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,SlaughteredFish_Disapproved,Odyssey,slaughtered fish | I had to kill fish. It was an ugly thing to do.,COMMON,Odyssey DLC is live; text matches a routine mood-trigger keyword (food/sleep/social/environment/health) — reachable through ordinary colony play.
ThoughtDef,PR_ForceFed,Prisoner Realism,force fed | Someone shoved food into my mouth like I was a helpless animal. Humiliating.,COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_HarmfulSurgeryVictim,Prisoner Realism,cut me open | This is the monster who cut into me while I was helpless.,COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_HarmfulSurgeryWitness,Prisoner Realism,butchers fellow prisoners | They carve up my fellow prisoners. I could be next.,COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_MissesPrison,Prisoner Realism,"struggling to adjust | After so long behind bars, freedom feels strange and frightening. Part of me almost misses the certainty of a cell. | misses prison | I spent so long institu...",COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_OldFriend,Prisoner Realism,old friend | We've been through a lot together. I'd fight at their side anywhere.,COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_PrisonWork,Prisoner Realism,"useful work | At least there's something to do here. The days pass easier with work in my hands. | made to burn the dead | They have me disposing of bodies. This isn't work, it's w...",COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_Ringleader,Prisoner Realism,"emboldened block | The prisoner who runs this block is in high spirits, and it's rubbing off on all of us. | demoralized block | The prisoner who runs this block is bitter and mise...",COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_Searched,Prisoner Realism,searched | They patted me down like I was an animal. Nothing of mine is my own.,COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,PR_SolitaryResentment,Prisoner Realism,"keeps me in solitary | They lock me away alone with nothing and no one. I won't forget it. | keeps me in solitary | Endless isolation, by their choice. My resentment festers. | kee...",COMMON,"Prisoner Realism is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,RimMandrake_ThoughtDef_PsyHarmonize,RimMandrake - Star Wars Races,psychic harmony: {HARMONIZER_labelShort} | The psychic harmonization makes me feel some of the emotions of the person radiating it as long as we're close together.,COMMON,First-party Jawa/RimMandrake def — always live.
ThoughtDef,VBE_AmbrandyAsIngredient,Vanilla Brewing Expanded,Drank ambrandy-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_CaffeineWithdrawal,Vanilla Brewing Expanded,"caffeine withdrawal | I'm so tired. Everything's annoying, my hands are shaking and my head is pounding.",COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_ConsumedGoStock,Vanilla Brewing Expanded,Consumed go-juice stock | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_ConsumedLuciferiumPowder,Vanilla Brewing Expanded,Consumed luciferium powder | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_ConsumedWakeupPowder,Vanilla Brewing Expanded,Consumed wake-up powder | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_DeluxeTobaccoHigh,Vanilla Brewing Expanded,Smoked cigar | Smoking a cigar makes me feel like I’ve made it big in life.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_DrankSoda,Vanilla Brewing Expanded,"Drank soda | I drank a sweet and fizzy soda, a small luxury.",COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_DrankTea,Vanilla Brewing Expanded,Drank tea | A simple cup of tea really brightens the day.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_EnergyDrinkHigh,Vanilla Brewing Expanded,Drank energy drink | I feel like I’ve been given wings!,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_GinAsIngredient,Vanilla Brewing Expanded,Drank gin-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_HotCoffeeHigh,Vanilla Brewing Expanded,Drank hot coffee | That coffee hit the spot.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_IcedCoffeeHigh,Vanilla Brewing Expanded,Drank iced coffee | That coffee hit the spot.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_RBMeadAsIngredient,Vanilla Brewing Expanded,Drank mead-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_TequilaAsIngredient,Vanilla Brewing Expanded,Drank tequila-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_TobaccoHigh,Vanilla Brewing Expanded,Smoked cigarette | That cigarette was just what I needed.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_TobaccoWithdrawal,Vanilla Brewing Expanded,tobacco withdrawal | I really wish I could smoke. I'd really like a cigarette.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_VodkaAsIngredient,Vanilla Brewing Expanded,Drank vodka-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_WhiskeyAsIngredient,Vanilla Brewing Expanded,Drank whiskey-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VBE_WineAsIngredient,Vanilla Brewing Expanded,Drank wine-based cocktail | Yummy.,COMMON,"Vanilla Brewing Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteCheese,Vanilla Cooking Expanded,ate awful cheese | I ate some poorly curdled milk with barely any cheese flavour. Disgusting. | ate poor cheese | That cheese wasn't horrible but wasn't great either. The aftertast...,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteFineDessert,Vanilla Cooking Expanded,ate fine dessert | That dessert was really good.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteFineGrill,Vanilla Cooking Expanded,ate fine grill | I ate a meaty meal with a few vegetables.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteFriedGoods,Vanilla Cooking Expanded,ate deep fried food | Greasy food. Yum.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteGourmetDessert,Vanilla Cooking Expanded,ate gourmet dessert | My palate had never experienced such an explosion of flavor.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteGourmetGrill,Vanilla Cooking Expanded,ate gourmet grill | The meat melted in my mouth. Just incredible.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteGourmetMeal,Vanilla Cooking Expanded,ate gourmet meal | A mindbending culinary experience. My palate has been gifted with sensations that are beyond this world.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteLavishDessert,Vanilla Cooking Expanded,ate lavish dessert | That dessert was delicious.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteLavishGrill,Vanilla Cooking Expanded,ate lavish grill | I ate an incredible dish with expertly grilled meats and veggies. Delicious.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteSimpleDessert,Vanilla Cooking Expanded,"ate simple dessert | That dessert was simple, but certainly tasty.",COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_AteSimpleGrill,Vanilla Cooking Expanded,ate simple grill | A simple grill. Meh.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedAgave,Vanilla Cooking Expanded,consumed agave | I ate some sweet agave nectar.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedCannedGoods,Vanilla Cooking Expanded,ate canned food | Eating directly from a can is almost as bad as eating without a table.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedChocolateSyrup,Vanilla Cooking Expanded,consumed chocolate syrup | Chocolate is love.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedDigestibleResurrectorNanites,Vanilla Cooking Expanded,resurrector nanites | I feel invincible!,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedInsectJelly,Vanilla Cooking Expanded,consumed insect jelly preserves | What an incredibly sweet and rich taste.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedMayo,Vanilla Cooking Expanded,consumed mayo | I ate some tangy mayo. Very filling.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedSalt,Vanilla Cooking Expanded,consumed salt | A pinch of salt really enhances the flavours of a meal.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedSpices,Vanilla Cooking Expanded,consumed spices | That meal was spicy.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_ConsumedSugar,Vanilla Cooking Expanded,consumed sugar | Sugar is not love. But it can feel like it.,COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,VCE_SmokeleafButterHigh,Vanilla Cooking Expanded,"high on smokeleaf butter | I'm, like, stoned, man.",COMMON,"Vanilla Cooking Expanded is a confirmed-live behavioral backbone mod for this campaign (design doc: required_mods.md, ADOPTED) — its core thoughts fire in routine play."
ThoughtDef,GR_Failures_Disliked,Vanilla Genetics Expanded,genetic failures | One of our genetics experiments failed. We should get rid of it as soon as possible.,COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,GR_HumanoidHybrids_Disliked,Vanilla Genetics Expanded,humanoid hybrids in colony | There are humanoid hybrids running around. This is ethically troubling.,COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,VME_Junk_Beautiful,Vanilla Ideology Expanded - Memes and Structures,"no junk | It has been too long since I’ve seen junk. | few pieces of ancient junk (1 nearby) | This area is way too sparse, I miss seeing the junk. | few pieces of ancient junk (2 ...",COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,VME_TatteredApparel_Abhorrent,Vanilla Ideology Expanded - Memes and Structures,"wearing ratty clothes | I'm wearing clothing that is tattered, and this is incredibly disgusting. Only the finest threads are worthy of my body.",COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,VME_Trading_Required,Vanilla Ideology Expanded - Memes and Structures,"recently traded | We traded recently, that's good. | no recent trades | We haven't traded in a while.",COMMON,"Confirmed: this defName appears in the colony's own ideoligion export (The Salvation.rid) — an active precept/ritual/role in the current game, not inferred."
ThoughtDef,ABF_Thought_Synstruct_ArchotechImplantDissonance,ABF: Synstructs Core,"archotech whispers | I have an archotech implant. I cannot quite figure out why, but it feels like it is somehow displeased with me. | archotech protests | I have two archotech imp...",OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophileApproval,ABF: Synstructs Core,living person,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophileHappyWithWork,ABF: Synstructs Core,biophile works with organics | I love life! I'm happy I get to work with the natural world and its lifecycle.,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophilePreferenceTowardOrganics,ABF: Synstructs Core,organic footprint | I like having some organics around. | organic foothold | We've got quite a few organics around. I like it. | organic stronghold | We've forged ourselves a prope...,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophileUnhappyWithWork,ABF: Synstructs Core,biophile is a hunter | I love animals! I don't want to intervene in the cycle of nature like this!,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophobeDisapproval,ABF: Synstructs Core,living person,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophobePreferenceTowardBiomimetics,ABF: Synstructs Core,biomimetic presence | We have some biomimetics. They're clearly superior to organics... but I still don't want to go near them. | biomimetic foothold | We have a number of biomieti...,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophobePreferenceTowardOrganics,ABF: Synstructs Core,"organic footprint | There's organic, thinking things around. I don't trust them. | organic foothold | There's a lot of organics around. I can barely go anywhere without seeing them...",OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
ThoughtDef,ABF_Thought_Synstruct_BiophobeResentment,ABF: Synstructs Core,resentment toward biophobe,OCCASIONAL,"ABF: Synstructs Core is confirmed live for this campaign (design/canon evidence — see report), but this specific thought/stance is not individually verified as the chosen variant for any of the 12 ideoligions/factions."
