packageId,verdict,note
karew.orcclan,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
coolzie.oocreboost,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
arkymn.slowerpawntickrate,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
alleykat.persistentprecepts,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.perspectivebuildings,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
meltup.polyamorybeds.vanilla,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
xylthixlm.races.core,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.preceptsandmemes,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
m00nl1ght.unofficialupdates.preparelanding,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ironscruff.primordialgeysers,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.prisonersshouldfearturrets,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
laureeeeeeeeeeeeeeen.shrooms,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
fluxilis.germanquality,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
dawnsglow.qualcolor,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
leo.raidprotectionfee,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ingendum.raiderswarmcompression,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zal.randomgrowthchoices,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
wemd.realisticdarknesslight,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.realistichumansounds,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mosi.rebalancedancientjunk,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.recyclethis,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
reel.turretpipeline,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.relevantstatsindescription,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
petetimessix.researchreinvented,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
scorpio.resourcedictionary,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
alma.tossem,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lingluo.cockroach,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sihv.rombonesport,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
kilokio.rimai.framework,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
brrainz.rimbridgeserver,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
dubwise.rimefeller,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
rimfridge.kv.rw,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
malteschulze.rimmsqol,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mlie.rimquest,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
deon.rimtek.core,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sierra.rt.generaltraits,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
depscian.rimtunes,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sov.sith,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
mianreplicate.romanceandintimacyontherim,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
tug.minotaur,examine,A full Biotech xenotype (genes/abilities/achievements) — thematic fit for a Jawa-desert-Star-Wars campaign is questionable; likely unused
kupie.isjustdoingitlive.plzdonthateme.roofedscanning,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ghost.rootsofrimworld,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
memegoddess.runandgun,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.empirepursuit,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
rwnodetree.rwplanetatmosphere,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
moja.salvagerubble,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
plusblankplus.scenarioamenderfork,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
memegoddess.searchanddestroy,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
hellrevenger.searchoption,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
avilmask.selfdyeing,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sensiblebedownership.1trickpwnyta,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
boots.sensiblefactions,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
flyingsloth.scfilthreducer,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
victor.buymore,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
shavius.medieval.flavour,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
spacemoth.showknowntechprints,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
dark.signs,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
stokes.simplehoodcape,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
usgiyi.slaveoutfits,keep,Slave apparel — directly on-theme for the clan's enslave-not-recruit doctrine
mlie.slaverebellionsimproved,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
astryl.sleepingbuddies,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
hol.smeltpatch,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
weilbyte.snapout,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
krelinos.socialexpfromtrade,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.spaceworms,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
jpt.speakup,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
elshender.stackablechunks,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
balistafreak.standalonehotspring,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.starwarsanimalcollection,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
lumi.swlights,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
starwars.themedsounds,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
amoruch.rimworldstealingmod,examine,"New stealing job/thought/trait mechanic — thematically apt for scavenger Jawa, but check for anti-exponential/balance concerns before endorsing"
karshou.storagememory,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.storytellerenhanced,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.strandedquest,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
kas.strongerscaling,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
moistestwhale.stuffontablesforked,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
gerrymon.stylizedslavecollar,keep,Slave collar/headgear items — directly on-theme for the slavery doctrine
jellypowered.survivaltools,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.tabsorting,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ucp.tabletopdecorations,keep,Decor — trivial flavor
summersausages2ttv.techlevelenforcement,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sapiently.theyatomicmonsters,examine,"NAMED LEAD — see write-up above: faction/raid mechanic ruled out forever (world frozen, faction needs a worldgen-time tick that will never happen again), but its PawnKindDef/race/building assets remain live candidates for the already-planned v2 authored ant-nest dungeon (FUTURE_VECTORS.md, 09_arcs_dungeons_quests.md). Keep for parts, not for its own mechanic."
propickelz.tinkerbench,keep,"Tinkering Bench and Biohacking Station — strong thematic fit (Jawa are canon droid-tinkerers); a positive candidate, not a removal risk"
titans.fl,examine,New giant-scale race — check power/scale level against the anti-exponential discipline before endorsing
vlvop.tormentmaster.expansion,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
tsa.torturepod,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
smashphil.dropspot,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
hobtook.tradeui,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.tradeabletrinkets,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
automatic.traderships,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
joseasoler.tradergen,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
kearril.tradingoptionscontinue,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
aelanna.transparentsubstructure,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
xercaine.tribal.furniture,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
geojak.tributedemand,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ferny.triumphantresearch,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
trouperton.trystantravellersshuttleschematics,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
error277.tunneler.expanded,keep,Tunneling terrain/building/drug content — directly on-theme for the clan's Nomad+Tunneler ideology memes
archie.turrettargetpatch,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
marvinkosh.ughyougotme,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
madarauchiha.undraftaftertucking,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
universalpregnancy.1trickpwnyta,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
doomdrvk.unlimitednuzzles,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
nephlite.orbitaltradecolumn,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sirvan.mwretextured,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sirvan.steelretexture,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vaewaste,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vappe,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vaeaccessories,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vanillabackstoriesexpanded,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vbrewe,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vcooke,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vee,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
oskarpotocki.vfe.insectoid2,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
oskarpotocki.vfe.tribals,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfecore,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
vanillaexpanded.vfearchitect,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfeart,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfefactory,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vfefarming,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfemedical,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfepower,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vfeproduction,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vfepropsanddecor,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vfesecurity,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vfespacer,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.gravship,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.helixiengas,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.viehar,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.ideo.relicsandartifacts,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vexploratione,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.outposts,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vplantsesucculents,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaquestsexpanded.ancients,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaquestsexpanded.cryptoforge,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaquestsexpanded.generator,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaracesexpanded.archon,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaracesexpanded.fungoid,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaracesexpanded.genie,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaracesexpanded.phytokin,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaracesexpanded.saurid,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaracesexpanded.starjack,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
gravenwitch.vsrexamined,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vanillatradingexpanded,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vanillatraitsexpanded,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vwe,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
vanillaexpanded.vwems,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
gabrieel1482.raidvehicleframework,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ninagoblin.visitsettlements,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
addvans.walktheworld,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ogliss.g223.wanderingcaravans,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
addvans.wasdedpawn,examine,"Single hediff, unclear purpose from name alone — needs an actual open-and-look"
sl4vp0wer.weareunited,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
aelanna.weaponracks,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
bodlosh.weaponstats,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
revolus.whatsmissing,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
co.uk.epicguru.whatsthatmod,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
winggar.meaningfulparties,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
tleno.wireheadstyle,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
fluffy.worktab,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zal.worldmapenhanced,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ferny.worldbuilder,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
funkyshit.mods.worldedit.alpha,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
bs.xenotypespawncontrol,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mlie.yayoscaravan,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.yayoscombat3,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.yayosmeteor,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
btd.remix.gravshipblueprints,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
m3.continued.jangodsoul.starwars.tsda,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
lazyfridaystudio.genesexpandedeyes,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
nals.facialanimationexperimentals,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
7f.alienworlds.tidallylocked,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sarg.alphaanimals,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
xmb.ancienturbanruins.mo,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mandrake.ashkarrlandmarkart,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
groovytaco.beltextractors,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
maal.bettertreesmod,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
m00nl1ght.geologicallandforms.biometransitions,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
biomesteam.biomescore,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mandrake.sauridfrillfix,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
neronix17.retexture.charactereditor,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
qux.comigo.bettertreesmod,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
hailuan.customquestframeworkai,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lumi.doorsexpanded,keep,See design/Jawa/sw_ownership_survey.md — already assessed as genuine SW content.
mlie.dungeonpack,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vesper.egihologramsandprojectors,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
jaeger972.factionterritories,keep,"NAMED LEAD (THIRD, owner/vault-sitting) — see write-up above: NOT just a visual map mode. Defs/Invasions.xml + Expansion.SettlementConstruction + VassalOutposts.xml = real faction territorial expansion, invasion, and vassalage mechanics tied to settlement count. Strong candidate mechanism for VAULT_DUNGEON_CONCEPT_1 point 4 (vault-access conflicts inside faction territory)."
aoba.fortress.industrial,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
sd.fa.geneticheadsframework,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
gmmp.dungeon,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
zal.gianttoads,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
als.gravtech,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
grimterra.worldmap,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
who.vfee.isopodageneline,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
icepickgma.invisibledisplaycase,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.jawavoice,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
neku.largepawns,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lwm.deepstorage,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
smxrez.makeshiftreexamined,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
badoaks.meatonastick.expansion,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zacharyfoster.mineralsframework,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.gravshipastronautfix,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sinnamon.moreritualrewards,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zal.moreutilitypacks,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
andromeda.niceresearchtab,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.planetpresetprime,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
xylthixlm.races.titan,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
mlie.preceptsandmemesritualsmodule,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
lambda.psykshroom,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ogliss.thewhitecrayon.quarry,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
dizzyeevee.rheng,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
regrowth.botr.core,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
memegoddess.replacestuff,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
aw.researchreinvented.retextured,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
petetimessix.researchreinvented.steppingstones,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
kilokio.rimai.core,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
jaxe.rimhud,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
zal.spaceports,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
co.uk.epicguru.factionloadout,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
deon.rimtek.digipal,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
deon.rimtek.docmate,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
telardo.romanceontherim,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
kathanon.searchablemenus,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mlie.showmeyourhands,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
scherub.stonecuttingextended,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
cyanobot.toddlers,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mandrake.toolbeltfix,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vchemfuele,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
vanillaexpanded.vcookestews,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
kuhlyus.modpatch.vanillaoutpost,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
mrhydralisk.voeadditionaloutposts,keep,Additional outposts for the already-adopted Vanilla Outposts Expanded framework
vanillaexpanded.vwel,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
arcjc007.wallstuff,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
fourtoo.glowingbush,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
kyzy.shipwallenhanced,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
daria40k.alphaanimalspatchoutposts,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
ks.aaretextured,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
sarg.alphagenes,keep,No content-bearing Defs folder found (framework/library/patch-only or C#-mechanic-only) — not individually examined this pass.
meteores.ancienturbanruinsalldeconstructible.aurad,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
biomesteam.biomescaverns,keep,Referenced in an existing design doc / canon.yml — already has a documented adoption reason.
